date,team_1,team_2,venue,toss_winner,toss_decision,winner,target
2023-12-12,England,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field,West Indies,0
2023-12-12,India,South Africa,"St George's Park, Gqeberha",South Africa,field,South Africa,0
2023-12-14,India,South Africa,"The Wanderers Stadium, Johannesburg",South Africa,field,India,1
2023-12-14,West Indies,England,"National Cricket Stadium, St George's, Grenada",England,field,West Indies,1
2023-12-16,West Indies,England,"National Cricket Stadium, St George's, Grenada",England,field,England,0
2023-12-19,England,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",West Indies,field,England,1
2023-12-21,England,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",West Indies,field,West Indies,0
2023-12-22,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field,Philippines,1
2023-12-23,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field,Indonesia,0
2023-12-23,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,Indonesia,1
2023-12-24,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,Philippines,0
2023-12-26,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,Philippines,0
2023-12-27,New Zealand,Bangladesh,"McLean Park, Napier",Bangladesh,field,Bangladesh,0
2023-12-31,Bangladesh,New Zealand,"Bay Oval, Mount Maunganui",New Zealand,field,New Zealand,0
2024-01-12,New Zealand,Pakistan,"Eden Park, Auckland",Pakistan,field,New Zealand,1
2024-01-14,Zimbabwe,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field,Sri Lanka,0
2024-01-14,New Zealand,Pakistan,"Seddon Park, Hamilton",Pakistan,field,New Zealand,1
2024-01-16,Sri Lanka,Zimbabwe,"R Premadasa Stadium, Colombo",Zimbabwe,field,Zimbabwe,0
2024-01-17,New Zealand,Pakistan,"University Oval, Dunedin",Pakistan,field,New Zealand,1
2024-01-18,Zimbabwe,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field,Sri Lanka,0
2024-01-19,Pakistan,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,New Zealand,0
2024-01-21,Pakistan,New Zealand,"Hagley Oval, Christchurch",Pakistan,bat,Pakistan,1
2024-01-27,Myanmar,Cambodia,"Terdthai Cricket Ground, Bangkok",Cambodia,field,Cambodia,0
2024-01-28,Cambodia,China,"Terdthai Cricket Ground, Bangkok",Cambodia,bat,Cambodia,1
2024-02-01,Indonesia,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field,Indonesia,1
2024-02-02,Singapore,Maldives,"Terdthai Cricket Ground, Bangkok",Singapore,bat,Singapore,1
2024-02-02,Japan,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,Japan,1
2024-02-03,Indonesia,Cambodia,"Terdthai Cricket Ground, Bangkok",Indonesia,bat,Cambodia,0
2024-02-03,Bhutan,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,Saudi Arabia,0
2024-02-04,Japan,Maldives,"Terdthai Cricket Ground, Bangkok",Japan,bat,Japan,1
2024-02-04,Singapore,Thailand,"Terdthai Cricket Ground, Bangkok",Singapore,bat,Thailand,0
2024-02-05,Saudi Arabia,Indonesia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,bat,Saudi Arabia,1
2024-02-06,Singapore,Japan,"Terdthai Cricket Ground, Bangkok",Japan,field,Singapore,1
2024-02-06,Maldives,Thailand,"Terdthai Cricket Ground, Bangkok",Maldives,bat,Thailand,0
2024-02-07,Indonesia,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,Thailand,0
2024-02-07,Maldives,Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,bat,Maldives,1
2024-02-09,Australia,West Indies,"Bellerive Oval, Hobart",West Indies,field,Australia,1
2024-02-09,Japan,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,Saudi Arabia,0
2024-02-09,Singapore,Cambodia,"Terdthai Cricket Ground, Bangkok",Singapore,bat,Cambodia,0
2024-02-11,Australia,West Indies,Adelaide Oval,West Indies,field,Australia,1
2024-02-11,Japan,Singapore,"Terdthai Cricket Ground, Bangkok",Singapore,field,Singapore,0
2024-02-11,Cambodia,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,Saudi Arabia,0
2024-02-12,Saudi Arabia,Maldives,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,bat,Saudi Arabia,1
2024-02-12,Bhutan,Thailand,"Terdthai Cricket Ground, Bangkok",Bhutan,bat,Thailand,0
2024-02-13,West Indies,Australia,Perth Stadium,West Indies,bat,West Indies,1
2024-02-13,Thailand,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,Saudi Arabia,0
2024-02-13,Bhutan,Maldives,"Terdthai Cricket Ground, Bangkok",Bhutan,bat,Maldives,0
2024-02-14,Hong Kong,China,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat,Hong Kong,1
2024-02-14,Japan,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat,Hong Kong,0
2024-02-15,Japan,China,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat,Japan,1
2024-02-15,Hong Kong,Japan,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat,Hong Kong,1
2024-02-15,Maldives,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,Thailand,0
2024-02-15,Saudi Arabia,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field,Saudi Arabia,1
2024-02-16,Maldives,Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,bat,Bhutan,0
2024-02-16,Thailand,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field,Saudi Arabia,0
2024-02-16,China,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",China,bat,Hong Kong,0
2024-02-16,Japan,China,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat,Japan,1
2024-02-17,Hong Kong,Japan,"Mission Road Ground, Mong Kok, Hong Kong",Japan,field,Hong Kong,1
2024-02-21,New Zealand,Australia,"Sky Stadium, Wellington",New Zealand,bat,Australia,0
2024-02-23,Australia,New Zealand,"Eden Park, Auckland",New Zealand,field,Australia,1
2024-02-25,Australia,New Zealand,"Eden Park, Auckland",New Zealand,field,Australia,1
2024-02-27,Namibia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,bat,Namibia,1
2024-02-27,Hong Kong,Qatar,University of Doha for Science and Technology,Qatar,field,Hong Kong,1
2024-02-28,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Netherlands,1
2024-02-29,Netherlands,Namibia,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,bat,Netherlands,1
2024-02-29,Hong Kong,Qatar,University of Doha for Science and Technology,Hong Kong,bat,Qatar,0
2024-03-01,Nepal,Namibia,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,field,Nepal,1
2024-03-02,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,bat,Nepal,0
2024-03-04,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,Sri Lanka,1
2024-03-05,Nepal,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,Netherlands,0
2024-03-05,Vanuatu,Tanzania,"Bayuemas Oval, Kuala Lumpur",Tanzania,field,Vanuatu,1
2024-03-05,Kuwait,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,Bahrain,0
2024-03-06,Malaysia,Vanuatu,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,Malaysia,1
2024-03-06,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2024-03-06,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,Bangladesh,0
2024-03-06,Tanzania,Kuwait,"Bayuemas Oval, Kuala Lumpur",Tanzania,bat,Kuwait,0
2024-03-07,Vanuatu,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,field,Kuwait,0
2024-03-07,Oman,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,field,Papua New Guinea,0
2024-03-07,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,Bahrain,0
2024-03-08,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2024-03-09,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,Sri Lanka,1
2024-03-09,Kuwait,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,Malaysia,0
2024-03-09,Bahrain,Tanzania,"Bayuemas Oval, Kuala Lumpur",Tanzania,field,Bahrain,1
2024-03-09,Hong Kong,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,Hong Kong,1
2024-03-10,Bahrain,Vanuatu,"Bayuemas Oval, Kuala Lumpur",Bahrain,bat,Bahrain,1
2024-03-10,Tanzania,Malaysia,"Bayuemas Oval, Kuala Lumpur",Tanzania,bat,Malaysia,0
2024-03-11,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,United Arab Emirates,0
2024-03-11,Vanuatu,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,field,Kuwait,0
2024-03-11,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,Bahrain,0
2024-03-12,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat,Papua New Guinea,0
2024-03-12,Nepal,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong",Papua New Guinea,field,Nepal,1
2024-03-13,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,Scotland,1
2024-03-13,Papua New Guinea,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,Papua New Guinea,1
2024-03-14,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,Scotland,1
2024-03-16,Papua New Guinea,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,Papua New Guinea,1
2024-03-17,Zimbabwe,Namibia,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,bat,Zimbabwe,1
2024-03-17,Tanzania,Nigeria,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat,Tanzania,1
2024-03-17,South Africa,Ghana,"Achimota Senior Secondary School A Field, Accra",South Africa,bat,South Africa,1
2024-03-17,Uganda,Kenya,"Achimota Senior Secondary School B Field, Accra",Uganda,bat,Uganda,1
2024-03-17,Malaysia,Papua New Guinea,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,Malaysia,1
2024-03-18,Uganda,Ghana,"Achimota Senior Secondary School B Field, Accra",Uganda,bat,Uganda,1
2024-03-18,Namibia,Nigeria,"Achimota Senior Secondary School B Field, Accra",Namibia,bat,Nigeria,0
2024-03-18,Tanzania,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Tanzania,bat,Zimbabwe,0
2024-03-20,Ghana,Kenya,"Achimota Senior Secondary School B Field, Accra",Ghana,bat,Kenya,0
2024-03-20,Nigeria,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Nigeria,bat,Zimbabwe,0
2024-03-20,Tanzania,Namibia,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat,Namibia,0
2024-03-21,Namibia,Uganda,"Achimota Senior Secondary School A Field, Accra",Namibia,bat,Namibia,1
2024-03-21,Zimbabwe,Kenya,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,bat,Zimbabwe,1
2024-03-23,Uganda,Kenya,"Achimota Senior Secondary School A Field, Accra",Uganda,bat,Uganda,1
2024-03-23,Namibia,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Namibia,bat,Zimbabwe,0
2024-04-01,Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,field,Namibia,0
2024-04-02,Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,bat,Oman,1
2024-04-04,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2024-04-05,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Namibia,1
2024-04-07,Canada,United States of America,Prairie View Cricket Complex,United States of America,field,United States of America,0
2024-04-07,Namibia,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,bat,Namibia,1
2024-04-09,United States of America,Canada,Prairie View Cricket Complex,Canada,field,United States of America,1
2024-04-12,United States of America,Canada,Prairie View Cricket Complex,Canada,field,United States of America,1
2024-04-12,Oman,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,field,Oman,1
2024-04-12,Kuwait,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,field,United Arab Emirates,0
2024-04-12,Malaysia,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Malaysia,bat,Nepal,0
2024-04-12,Hong Kong,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Hong Kong,bat,Hong Kong,1
2024-04-12,Mexico,Costa Rica,Los Reyes Polo Club,Costa Rica,field,Mexico,1
2024-04-12,Mexico,Costa Rica,Los Reyes Polo Club,Mexico,bat,Mexico,1
2024-04-13,Costa Rica,Mexico,Los Reyes Polo Club,Costa Rica,bat,Costa Rica,1
2024-04-13,Malaysia,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Malaysia,bat,Malaysia,1
2024-04-13,Nepal,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,Nepal,1
2024-04-13,United Arab Emirates,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,field,United Arab Emirates,1
2024-04-13,Cambodia,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,bat,Kuwait,0
2024-04-13,Canada,United States of America,Prairie View Cricket Complex,Canada,bat,United States of America,0
2024-04-14,Oman,Cambodia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Cambodia,field,Oman,1
2024-04-14,Saudi Arabia,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Saudi Arabia,bat,Saudi Arabia,1
2024-04-14,Jersey,Spain,La Manga Club Top Ground,Spain,field,Spain,0
2024-04-14,Jersey,Spain,La Manga Club Top Ground,Jersey,bat,Spain,0
2024-04-14,Mexico,Costa Rica,Los Reyes Polo Club,Mexico,bat,Mexico,1
2024-04-15,Kuwait,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,field,Kuwait,1
2024-04-15,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2024-04-15,Hong Kong,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,field,Nepal,0
2024-04-15,Malaysia,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,Qatar,0
2024-04-16,Qatar,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Saudi Arabia,field,Qatar,1
2024-04-16,Cambodia,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,bat,Bahrain,0
2024-04-17,Malaysia,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,field,Hong Kong,0
2024-04-17,Saudi Arabia,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,field,Nepal,0
2024-04-17,Cambodia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,bat,United Arab Emirates,0
2024-04-17,Oman,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Kuwait,field,Oman,1
2024-04-19,Nepal,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,field,United Arab Emirates,0
2024-04-19,Hong Kong,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2024-04-20,New Zealand,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,Pakistan,0
2024-04-20,Nepal,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,Hong Kong,0
2024-04-21,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,United Arab Emirates,1
2024-04-21,Pakistan,New Zealand,Rawalpindi Cricket Stadium,New Zealand,field,New Zealand,0
2024-04-25,New Zealand,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,New Zealand,1
2024-04-27,Pakistan,New Zealand,"Gaddafi Stadium, Lahore",New Zealand,field,Pakistan,1
2024-05-01,Thailand,Indonesia,Udayana Cricket Ground,Indonesia,field,Thailand,1
2024-05-02,Thailand,Indonesia,Udayana Cricket Ground,Thailand,bat,Indonesia,0
2024-05-03,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field,Bangladesh,0
2024-05-04,Indonesia,Thailand,Udayana Cricket Ground,Thailand,field,Indonesia,1
2024-05-05,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field,Bangladesh,0
2024-05-05,Thailand,Indonesia,Udayana Cricket Ground,Indonesia,field,Thailand,1
2024-05-06,Indonesia,Thailand,Udayana Cricket Ground,Indonesia,bat,Thailand,0
2024-05-07,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,Japan,1
2024-05-07,Bangladesh,Zimbabwe,"Zahur Ahmed Chowdhury Stadium, Chattogram",Zimbabwe,field,Bangladesh,1
2024-05-08,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,Japan,1
2024-05-09,Mongolia,Japan,Sano International Cricket Ground,Mongolia,bat,Japan,0
2024-05-09,France,Malta,Dreux Sport Cricket Club,France,bat,France,1
2024-05-09,France,Malta,Dreux Sport Cricket Club,France,bat,France,1
2024-05-10,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,field,Bangladesh,1
2024-05-10,Pakistan,Ireland,"Castle Avenue, Dublin",Ireland,field,Ireland,0
2024-05-10,Belgium,Malta,Dreux Sport Cricket Club,Belgium,bat,Belgium,1
2024-05-11,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,Japan,1
2024-05-11,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,Japan,1
2024-05-11,Malta,Belgium,Dreux Sport Cricket Club,Malta,bat,Belgium,0
2024-05-11,Belgium,France,Dreux Sport Cricket Club,Belgium,bat,France,0
2024-05-12,France,Belgium,Dreux Sport Cricket Club,France,bat,Belgium,0
2024-05-12,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,Japan,1
2024-05-12,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,field,Zimbabwe,0
2024-05-12,Ireland,Pakistan,"Castle Avenue, Dublin",Pakistan,field,Pakistan,0
2024-05-14,Ireland,Pakistan,"Castle Avenue, Dublin",Pakistan,field,Pakistan,0
2024-05-18,Netherlands,Scotland,"Sportpark Westvliet, The Hague",Scotland,field,Netherlands,1
2024-05-19,Ireland,Netherlands,"Sportpark Westvliet, The Hague",Netherlands,field,Ireland,1
2024-05-21,Bangladesh,United States of America,Prairie View Cricket Complex,United States of America,field,United States of America,0
2024-05-22,Scotland,Netherlands,"Sportpark Westvliet, The Hague",Netherlands,field,Scotland,1
2024-05-23,United States of America,Bangladesh,Prairie View Cricket Complex,Bangladesh,field,United States of America,1
2024-05-23,Scotland,Ireland,"Sportpark Westvliet, The Hague",Scotland,bat,Ireland,0
2024-05-23,West Indies,South Africa,"Sabina Park, Kingston, Jamaica",South Africa,field,West Indies,1
2024-05-24,Bulgaria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,bat,Romania,0
2024-05-24,Bulgaria,Gibraltar,"Moara Vlasiei Cricket Ground, Ilfov County",Gibraltar,field,Gibraltar,0
2024-05-24,Ireland,Netherlands,"Sportpark Westvliet, The Hague",Netherlands,field,Ireland,1
2024-05-25,England,Pakistan,"Edgbaston, Birmingham",Pakistan,field,England,1
2024-05-25,United States of America,Bangladesh,Prairie View Cricket Complex,Bangladesh,field,Bangladesh,0
2024-05-25,West Indies,South Africa,"Sabina Park, Kingston, Jamaica",West Indies,bat,West Indies,1
2024-05-25,Romania,Gibraltar,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,Gibraltar,0
2024-05-26,South Africa,West Indies,"Sabina Park, Kingston, Jamaica",South Africa,bat,West Indies,0
2024-05-26,Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,field,Romania,1
2024-05-30,Pakistan,England,"Kennington Oval, London",England,field,England,0
2024-06-01,Canada,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field,United States of America,0
2024-06-02,Papua New Guinea,West Indies,"Providence Stadium, Guyana",West Indies,field,West Indies,0
2024-06-03,Sri Lanka,South Africa,"Nassau County International Cricket Stadium, New York",Sri Lanka,bat,South Africa,0
2024-06-04,Nepal,Netherlands,"Grand Prairie Stadium, Dallas",Netherlands,field,Netherlands,0
2024-06-05,Ireland,India,"Nassau County International Cricket Stadium, New York",India,field,India,0
2024-06-05,Papua New Guinea,Uganda,"Providence Stadium, Guyana",Uganda,field,Uganda,0
2024-06-05,Australia,Oman,"Kensington Oval, Bridgetown, Barbados",Oman,field,Australia,1
2024-06-06,Namibia,Scotland,"Kensington Oval, Bridgetown, Barbados",Namibia,bat,Scotland,0
2024-06-07,Canada,Ireland,"Nassau County International Cricket Stadium, New York",Ireland,field,Canada,1
2024-06-07,Sri Lanka,Bangladesh,"Grand Prairie Stadium, Dallas",Bangladesh,field,Bangladesh,0
2024-06-08,Netherlands,South Africa,"Nassau County International Cricket Stadium, New York",South Africa,field,South Africa,0
2024-06-08,Australia,England,"Kensington Oval, Bridgetown, Barbados",England,field,Australia,1
2024-06-08,West Indies,Uganda,"Providence Stadium, Guyana",West Indies,bat,West Indies,1
2024-06-09,Austria,Romania,"Simar Cricket Ground, Rome",Austria,bat,Romania,0
2024-06-09,France,Isle of Man,Roma Cricket Ground,Isle of Man,field,France,1
2024-06-09,Portugal,Hungary,"Simar Cricket Ground, Rome",Hungary,field,Portugal,1
2024-06-09,India,Pakistan,"Nassau County International Cricket Stadium, New York",Pakistan,field,India,1
2024-06-09,Oman,Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua",Oman,bat,Scotland,0
2024-06-09,Italy,Luxembourg,Roma Cricket Ground,Luxembourg,field,Italy,1
2024-06-10,Portugal,Romania,Roma Cricket Ground,Portugal,bat,Romania,0
2024-06-10,South Africa,Bangladesh,"Nassau County International Cricket Stadium, New York",South Africa,bat,South Africa,1
2024-06-10,Israel,Austria,Roma Cricket Ground,Israel,bat,Austria,0
2024-06-10,Isle of Man,Turkey,"Simar Cricket Ground, Rome",Turkey,field,Isle of Man,1
2024-06-10,France,Italy,"Simar Cricket Ground, Rome",Italy,field,Italy,0
2024-06-11,Canada,Pakistan,"Nassau County International Cricket Stadium, New York",Pakistan,field,Pakistan,0
2024-06-11,Namibia,Australia,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,field,Australia,0
